latency,hashrate, shares
20,20, 19.96
20,20, 20.11
20,10, 9.792
20,10, 9.942
20,10, 10.09
20,5, 4.942
20,5, 4.983
20,5, 5.066
20,5, 4.849
20,5, 5.083
20,5, 5.178
20,20, 20.17
20,20, 19.73
20,10, 10.25
20,10, 10.08
20,10, 9.751
20,5, 4.956
20,5, 4.942
20,5, 5.142
20,5, 5.197
20,5, 4.88
20,5, 4.892
20,20, 20.19
20,20, 19.89
20,10, 9.779
20,10, 10.09
20,10, 9.879
20,5, 5.026
20,5, 4.895
20,5, 5.036
20,5, 5.031
20,5, 5.169
20,5, 5.012
20,20, 20.37
20,20, 20.18
20,10, 9.845
20,10, 9.968
20,10, 9.968
20,5, 5.109
20,5, 5
20,5, 4.957
20,5, 4.847
20,5, 5.076
20,5, 4.683
20,20, 20.07
20,20, 19.78
20,10, 10.08
20,10, 10.12
20,10, 9.86
20,5, 4.994
20,5, 5.002
20,5, 5.009
20,5, 5.059
20,5, 4.966
20,5, 5.064
20,20, 19.82
20,20, 20.3
20,10, 9.917
20,10, 9.984
20,10, 9.962
20,5, 4.935
20,5, 4.99
20,5, 5.087
20,5, 4.956
20,5, 4.832
20,5, 5.213
20,20, 19.88
20,20, 20.11
20,10, 9.897
20,10, 10.09
20,10, 9.937
20,5, 5.089
20,5, 4.967
20,5, 5.027
20,5, 5.065
20,5, 4.932
20,5, 5.003
20,20, 20.04
20,20, 20.3
20,10, 9.924
20,10, 10.01
20,10, 10.04
20,5, 4.982
20,5, 4.915
20,5, 4.937
20,5, 4.977
20,5, 4.92
20,5, 4.956
20,20, 20.09
20,20, 20.24
20,10, 10.18
20,10, 9.895
20,10, 9.993
20,5, 5.002
20,5, 5.1
20,5, 4.919
20,5, 4.838
20,5, 4.924
20,5, 4.814
20,20, 20.3
20,20, 20.11
20,10, 10.08
20,10, 9.958
20,10, 9.954
20,5, 4.82
20,5, 4.87
20,5, 4.974
20,5, 5.065
20,5, 4.993
20,5, 4.872
20,20, 20.27
20,20, 20.01
20,10, 9.947
20,10, 10.08
20,10, 9.987
20,5, 5.049
20,5, 5.063
20,5, 5.003
20,5, 4.922
20,5, 4.86
20,5, 4.822
20,20, 20.29
20,20, 20.2
20,10, 9.876
20,10, 9.762
20,10, 9.686
20,5, 4.826
20,5, 5.043
20,5, 5.102
20,5, 5.136
20,5, 5.012
20,5, 5.062
20,20, 20.34
20,20, 20.27
20,10, 9.803
20,10, 10.14
20,10, 9.695
20,5, 5.078
20,5, 4.949
20,5, 5.02
20,5, 4.885
20,5, 4.811
20,5, 5.011
20,20, 20.09
20,20, 20.03
20,10, 10.24
20,10, 9.955
20,10, 9.944
20,5, 5.072
20,5, 4.919
20,5, 4.955
20,5, 4.9
20,5, 4.905
20,5, 4.986
20,20, 19.54
20,20, 20.1
20,10, 10.16
20,10, 9.977
20,10, 10.08
20,5, 5.263
20,5, 4.917
20,5, 4.951
20,5, 5.043
20,5, 5.055
20,5, 4.912
20,20, 20.46
20,20, 19.85
20,10, 9.951
20,10, 9.913
20,10, 9.842
20,5, 5.139
20,5, 4.796
20,5, 4.92
20,5, 5.032
20,5, 4.994
20,5, 5.105
20,20, 20.31
20,20, 19.99
20,10, 10.16
20,10, 10.07
20,10, 9.865
20,5, 4.947
20,5, 4.873
20,5, 5.037
20,5, 4.911
20,5, 4.971
20,5, 4.871
20,20, 20.09
20,20, 20.42
20,10, 9.897
20,10, 9.956
20,10, 9.932
20,5, 4.875
20,5, 4.965
20,5, 4.934
20,5, 4.875
20,5, 5.093
20,5, 4.958
20,20, 19.97
20,20, 19.73
20,10, 10.07
20,10, 9.95
20,10, 10.14
20,5, 4.938
20,5, 5.16
20,5, 5
20,5, 5.019
20,5, 5.045
20,5, 4.979
20,20, 20.41
20,20, 19.93
20,10, 9.989
20,10, 10.01
20,10, 9.731
20,5, 4.746
20,5, 5.04
20,5, 5.073
20,5, 4.832
20,5, 5.178
20,5, 5.066
20,20, 19.88
20,20, 20.21
20,10, 9.742
20,10, 9.995
20,10, 10.03
20,5, 5.014
20,5, 4.921
20,5, 4.995
20,5, 5.107
20,5, 5.028
20,5, 5.081
20,20, 20.32
20,20, 19.96
20,10, 9.959
20,10, 10.14
20,10, 9.961
20,5, 4.861
20,5, 4.902
20,5, 5.024
20,5, 5.007
20,5, 4.921
20,5, 4.954
20,20, 20.27
20,20, 19.82
20,10, 10.07
20,10, 10.02
20,10, 10.01
20,5, 5.014
20,5, 4.906
20,5, 4.895
20,5, 4.978
20,5, 5.006
20,5, 5.011
20,20, 20.21
20,20, 19.98
20,10, 9.864
20,10, 10.08
20,10, 9.985
20,5, 5.013
20,5, 4.775
20,5, 5.056
20,5, 5.048
20,5, 5.022
20,5, 4.965
20,20, 20.02
20,20, 20.21
20,10, 9.928
20,10, 9.966
20,10, 9.99
20,5, 5.04
20,5, 5.124
20,5, 4.936
20,5, 4.921
20,5, 4.974
20,5, 4.895
20,20, 20.04
20,20, 19.81
20,10, 9.955
20,10, 10.02
20,10, 10.07
20,5, 5.038
20,5, 5
20,5, 5.033
20,5, 5.107
20,5, 5.033
20,5, 4.886
20,20, 19.83
20,20, 20.23
20,10, 10.2
20,10, 9.926
20,10, 9.9
20,5, 5.094
20,5, 4.889
20,5, 4.973
20,5, 4.785
20,5, 5.08
20,5, 5.097
20,20, 20.43
20,20, 19.99
20,10, 10
20,10, 9.919
20,10, 10.05
20,5, 4.938
20,5, 4.933
20,5, 4.928
20,5, 4.943
20,5, 4.907
20,5, 4.962
20,20, 19.92
20,20, 20.28
20,10, 9.975
20,10, 10.06
20,10, 10.01
20,5, 5.158
20,5, 4.843
20,5, 4.908
20,5, 4.903
20,5, 4.986
20,5, 4.965
20,20, 20.07
20,20, 20.14
20,10, 10.02
20,10, 9.981
20,10, 9.919
20,5, 4.867
20,5, 4.867
20,5, 5.096
20,5, 4.914
20,5, 5.019
20,5, 5.103
20,20, 20.1
20,20, 20.36
20,10, 9.995
20,10, 9.864
20,10, 10.01
20,5, 4.872
20,5, 4.765
20,5, 4.951
20,5, 5.306
20,5, 4.791
20,5, 4.987
20,20, 20.12
20,20, 20.22
20,10, 9.872
20,10, 9.968
20,10, 10.12
20,5, 5.029
20,5, 4.979
20,5, 4.819
20,5, 5.029
20,5, 5.017
20,5, 4.826
20,20, 19.9
20,20, 20.11
20,10, 10.05
20,10, 10.24
20,10, 9.921
20,5, 4.969
20,5, 4.888
20,5, 5.054
20,5, 5.071
20,5, 4.933
20,5, 4.859
20,20, 20.11
20,20, 19.7
20,10, 10.1
20,10, 9.979
20,10, 10.02
20,5, 4.974
20,5, 4.938
20,5, 5.067
20,5, 5.038
20,5, 4.81
20,5, 5.255
20,20, 20.03
20,20, 20.19
20,10, 10.2
20,10, 9.798
20,10, 9.802
20,5, 4.915
20,5, 5.227
20,5, 5.061
20,5, 4.908
20,5, 4.954
20,5, 4.911
20,20, 19.72
20,20, 19.9
20,10, 10.29
20,10, 10.08
20,10, 10.27
20,5, 4.964
20,5, 4.809
20,5, 5
20,5, 4.917
20,5, 4.931
20,5, 5.124
20,20, 20.03
20,20, 20.25
20,10, 9.896
20,10, 10.15
20,10, 9.863
20,5, 4.966
20,5, 5.08
20,5, 5.033
20,5, 4.775
20,5, 4.93
20,5, 5.03
20,20, 20.22
20,20, 20.27
20,10, 10.05
20,10, 9.989
20,10, 9.827
20,5, 5.017
20,5, 4.962
20,5, 4.993
20,5, 4.917
20,5, 4.85
20,5, 4.912
20,20, 19.85
20,20, 20.12
20,10, 10.03
20,10, 9.974
20,10, 10.17
20,5, 4.998
20,5, 5.128
20,5, 5.002
20,5, 5.047
20,5, 4.974
20,5, 4.707
20,20, 19.87
20,20, 20.28
20,10, 10.09
20,10, 10.12
20,10, 9.71
20,5, 4.836
20,5, 5.079
20,5, 4.905
20,5, 5.04
20,5, 4.983
20,5, 5.083
20,20, 20.02
20,20, 19.78
20,10, 10.02
20,10, 10.02
20,10, 10.27
20,5, 5.16
20,5, 4.777
20,5, 5.055
20,5, 5.063
20,5, 5.051
20,5, 4.781
20,20, 20.19
20,20, 20.19
20,10, 9.866
20,10, 10.21
20,10, 9.928
20,5, 5.052
20,5, 4.893
20,5, 4.893
20,5, 5.079
20,5, 4.897
20,5, 4.8
20,20, 19.66
20,20, 20.47
20,10, 9.736
20,10, 10.07
20,10, 9.762
20,5, 5.229
20,5, 5.019
20,5, 4.981
20,5, 5.048
20,5, 5.04
20,5, 4.986
20,20, 20.03
20,20, 20
20,10, 10.21
20,10, 9.883
20,10, 10.18
20,5, 4.803
20,5, 4.996
20,5, 4.937
20,5, 5.003
20,5, 4.939
20,5, 5.018
20,20, 20.41
20,20, 19.77
20,10, 9.888
20,10, 9.702
20,10, 9.881
20,5, 5.122
20,5, 5.095
20,5, 4.941
20,5, 5.11
20,5, 5.048
20,5, 5.038
20,20, 20.13
20,20, 20.15
20,10, 10.15
20,10, 10.04
20,10, 9.92
20,5, 4.93
20,5, 4.963
20,5, 4.799
20,5, 4.844
20,5, 5.023
20,5, 5.056
20,20, 20.15
20,20, 20.18
20,10, 9.993
20,10, 10.13
20,10, 9.905
20,5, 5.149
20,5, 5.004
20,5, 4.835
20,5, 4.973
20,5, 4.856
20,5, 4.816
20,20, 20.04
20,20, 19.91
20,10, 9.964
20,10, 9.952
20,10, 9.895
20,5, 5.005
20,5, 5.054
20,5, 5.162
20,5, 5.002
20,5, 5.066
20,5, 4.95
20,20, 19.83
20,20, 19.78
20,10, 10.18
20,10, 10.18
20,10, 10.21
20,5, 5.037
20,5, 4.885
20,5, 5.083
20,5, 4.971
20,5, 4.794
20,5, 5.044
20,20, 19.95
20,20, 20.55
20,10, 9.895
20,10, 9.929
20,10, 9.881
20,5, 5.031
20,5, 5.15
20,5, 4.995
20,5, 4.8
20,5, 4.9
20,5, 4.924
20,20, 19.87
20,20, 20.2
20,10, 10.05
20,10, 10.14
20,10, 9.961
20,5, 4.972
20,5, 4.805
20,5, 5.051
20,5, 5.02
20,5, 4.958
20,5, 4.965
20,20, 20.28
20,20, 20.01
20,10, 9.773
20,10, 9.788
20,10, 9.916
20,5, 5.15
20,5, 4.914
20,5, 4.869
20,5, 4.945
20,5, 5.203
20,5, 5.15
20,20, 20.37
20,20, 20.23
20,10, 10.03
20,10, 10.11
20,10, 9.791
20,5, 4.876
20,5, 4.853
20,5, 4.819
20,5, 4.962
20,5, 4.907
20,5, 5.057
20,20, 20.09
20,20, 20.53
20,10, 9.886
20,10, 9.701
20,10, 10.01
20,5, 4.937
20,5, 4.856
20,5, 5.166
20,5, 5.037
20,5, 4.949
20,5, 4.844
20,20, 20.53
20,20, 20.07
20,10, 9.877
20,10, 9.972
20,10, 9.843
20,5, 4.907
20,5, 5.048
20,5, 4.912
20,5, 4.833
20,5, 5.086
20,5, 4.917
20,20, 20.16
20,20, 19.89
20,10, 10.1
20,10, 9.926
20,10, 10.01
20,5, 4.944
20,5, 5.046
20,5, 5.011
20,5, 4.949
20,5, 5.113
20,5, 4.858
20,20, 20.27
20,20, 20.07
20,10, 9.963
20,10, 9.78
20,10, 10.05
20,5, 4.875
20,5, 5.058
20,5, 5.041
20,5, 5.032
20,5, 5.198
20,5, 4.656
20,20, 20.45
20,20, 19.82
20,10, 9.883
20,10, 10.01
20,10, 9.799
20,5, 5.191
20,5, 4.915
20,5, 4.765
20,5, 5.072
20,5, 5.068
20,5, 5.018
20,20, 19.89
20,20, 19.6
20,10, 10.06
20,10, 10.27
20,10, 10.35
20,5, 4.935
20,5, 4.994
20,5, 4.956
20,5, 4.987
20,5, 5.049
20,5, 4.906
20,20, 20.14
20,20, 20.18
20,10, 9.904
20,10, 9.952
20,10, 10.08
20,5, 4.986
20,5, 5.048
20,5, 4.952
20,5, 4.971
20,5, 4.943
20,5, 4.85
20,20, 19.8
20,20, 20.48
20,10, 10.05
20,10, 9.805
20,10, 9.945
20,5, 5.001
20,5, 5.03
20,5, 4.803
20,5, 4.951
20,5, 5.051
20,5, 5.085
20,20, 19.83
20,20, 20.33
20,10, 10.01
20,10, 9.927
20,10, 9.818
20,5, 5.216
20,5, 5.099
20,5, 4.964
20,5, 4.904
20,5, 4.999
20,5, 4.902
20,20, 19.87
20,20, 20.27
20,10, 9.985
20,10, 9.684
20,10, 10.02
20,5, 5.089
20,5, 4.982
20,5, 5.013
20,5, 4.967
20,5, 5.258
20,5, 4.865
20,20, 20.1
20,20, 20.18
20,10, 9.862
20,10, 9.9
20,10, 9.946
20,5, 5.004
20,5, 4.901
20,5, 5.061
20,5, 5.049
20,5, 5.027
20,5, 4.973
20,20, 19.95
20,20, 20.05
20,10, 10.16
20,10, 9.688
20,10, 9.929
20,5, 5.006
20,5, 5.204
20,5, 5.168
20,5, 4.856
20,5, 4.954
20,5, 5.042
20,20, 19.53
20,20, 19.97
20,10, 10.13
20,10, 10.31
20,10, 10.14
20,5, 5.024
20,5, 5.024
20,5, 5.031
20,5, 5.055
20,5, 4.817
20,5, 4.977
20,20, 20.21
20,20, 19.64
20,10, 9.978
20,10, 10.14
20,10, 10.13
20,5, 5.021
20,5, 5.017
20,5, 4.845
20,5, 5.083
20,5, 4.924
20,5, 5.007
20,20, 20.43
20,20, 20.04
20,10, 9.855
20,10, 9.891
20,10, 9.979
20,5, 4.872
20,5, 5.053
20,5, 4.974
20,5, 4.969
20,5, 4.867
20,5, 5.069
20,20, 19.95
20,20, 20.23
20,10, 9.898
20,10, 10.06
20,10, 10.09
20,5, 4.922
20,5, 5.036
20,5, 5.022
20,5, 5.036
20,5, 4.96
20,5, 4.798
20,20, 20.3
20,20, 19.8
20,10, 9.881
20,10, 9.953
20,10, 10.11
20,5, 5.095
20,5, 4.969
20,5, 4.907
20,5, 4.838
20,5, 5.167
20,5, 4.974
20,20, 20.06
20,20, 20.24
20,10, 9.951
20,10, 9.904
20,10, 10.11
20,5, 4.943
20,5, 4.989
20,5, 5.11
20,5, 4.934
20,5, 4.855
20,5, 4.905
20,20, 20.12
20,20, 19.77
20,10, 9.962
20,10, 9.826
20,10, 10.36
20,5, 4.911
20,5, 4.937
20,5, 4.958
20,5, 5.015
20,5, 5.168
20,5, 4.968
20,20, 20.06
20,20, 19.95
20,10, 9.984
20,10, 9.853
20,10, 10.4
20,5, 4.877
20,5, 5.091
20,5, 4.82
20,5, 4.97
20,5, 5.012
20,5, 4.972
20,20, 20.25
20,20, 19.97
20,10, 9.715
20,10, 9.967
20,10, 10.09
20,5, 4.904
20,5, 4.861
20,5, 5.061
20,5, 5.03
20,5, 4.892
20,5, 5.259
20,20, 19.9
20,20, 19.83
20,10, 10.13
20,10, 10.3
20,10, 10.02
20,5, 4.9
20,5, 5.019
20,5, 4.933
20,5, 5.012
20,5, 4.969
20,5, 4.99
20,20, 20.08
20,20, 20.05
20,10, 9.976
20,10, 10.21
20,10, 10.08
20,5, 4.806
20,5, 4.861
20,5, 4.992
20,5, 4.982
20,5, 4.894
20,5, 5.08
20,20, 20.26
20,20, 20.09
20,10, 9.894
20,10, 10.14
20,10, 10.04
20,5, 4.877
20,5, 5.012
20,5, 4.92
20,5, 5.005
20,5, 4.865
20,5, 4.898
20,20, 20.13
20,20, 19.9
20,10, 10.12
20,10, 9.903
20,10, 9.925
20,5, 4.867
20,5, 4.939
20,5, 5.146
20,5, 5.048
20,5, 4.953
20,5, 5.067
20,20, 19.79
20,20, 20.18
20,10, 10.04
20,10, 9.92
20,10, 10.17
20,5, 5.075
20,5, 4.897
20,5, 5.011
20,5, 4.968
20,5, 4.994
20,5, 4.959
20,20, 20.15
20,20, 19.87
20,10, 10.19
20,10, 10.11
20,10, 9.871
20,5, 5.062
20,5, 5.114
20,5, 4.907
20,5, 4.88
20,5, 4.923
20,5, 4.911
20,20, 20.22
20,20, 19.99
20,10, 10.07
20,10, 9.918
20,10, 10.13
20,5, 4.858
20,5, 5.07
20,5, 4.836
20,5, 4.822
20,5, 5.098
20,5, 4.984
20,20, 19.95
20,20, 20.14
20,10, 10.05
20,10, 10.06
20,10, 9.913
20,5, 5.16
20,5, 4.86
20,5, 5.041
20,5, 4.853
20,5, 4.989
20,5, 4.993
20,20, 20.44
20,20, 20.02
20,10, 9.967
20,10, 9.743
20,10, 10.07
20,5, 4.87
20,5, 5.035
20,5, 4.875
20,5, 4.987
20,5, 5.073
20,5, 4.913
20,20, 20.05
20,20, 19.96
20,10, 9.832
20,10, 10.12
20,10, 10.18
20,5, 4.99
20,5, 4.928
20,5, 5.118
20,5, 4.785
20,5, 5.042
20,5, 4.992
20,20, 20.05
20,20, 20.35
20,10, 10.19
20,10, 9.819
20,10, 9.576
20,5, 4.921
20,5, 5.029
20,5, 4.988
20,5, 4.957
20,5, 5.024
20,5, 5.093
20,20, 19.67
20,20, 20.02
20,10, 10.01
20,10, 10.06
20,10, 10.28
20,5, 5.247
20,5, 4.866
20,5, 4.911
20,5, 5.028
20,5, 4.883
20,5, 5.033
20,20, 20.63
20,20, 20.09
20,10, 9.802
20,10, 9.942
20,10, 9.964
20,5, 4.881
20,5, 5.009
20,5, 4.89
20,5, 4.981
20,5, 4.876
20,5, 4.943
20,20, 20.02
20,20, 20.12
20,10, 10.21
20,10, 9.808
20,10, 10.23
20,5, 4.868
20,5, 4.787
20,5, 4.952
20,5, 5.092
20,5, 4.856
20,5, 5.056
20,20, 20.27
20,20, 20.34
20,10, 9.927
20,10, 10.08
20,10, 10.17
20,5, 4.914
20,5, 4.875
20,5, 4.744
20,5, 4.802
20,5, 4.93
20,5, 4.947
20,20, 20.13
20,20, 20.18
20,10, 9.847
20,10, 9.94
20,10, 9.852
20,5, 5.126
20,5, 4.995
20,5, 4.921
20,5, 5.09
20,5, 4.959
20,5, 4.962
20,20, 20.29
20,20, 20.17
20,10, 9.993
20,10, 10.25
20,10, 10.08
20,5, 5.027
20,5, 4.801
20,5, 4.746
20,5, 4.849
20,5, 4.889
20,5, 4.908
20,20, 20.22
20,20, 20.03
20,10, 10.09
20,10, 9.981
20,10, 9.94
20,5, 5.005
20,5, 4.931
20,5, 4.859
20,5, 4.914
20,5, 5
20,5, 5.029
20,20, 20.11
20,20, 20.13
20,10, 10.17
20,10, 9.699
20,10, 10.26
20,5, 5.021
20,5, 4.83
20,5, 4.949
20,5, 4.963
20,5, 4.952
20,5, 4.909
20,20, 20.19
20,20, 20.05
20,10, 10.14
20,10, 9.698
20,10, 9.995
20,5, 5.039
20,5, 4.892
20,5, 5.004
20,5, 5.097
20,5, 5.063
20,5, 4.837
20,20, 20.02
20,20, 20.05
20,10, 10.21
20,10, 10.13
20,10, 9.884
20,5, 4.994
20,5, 5.023
20,5, 4.901
20,5, 5.08
20,5, 4.744
20,5, 4.963
20,20, 19.96
20,20, 19.85
20,10, 9.981
20,10, 10.05
20,10, 9.902
20,5, 5.077
20,5, 5.089
20,5, 5.001
20,5, 5.108
20,5, 5.108
20,5, 4.872
20,20, 19.95
20,20, 20.37
20,10, 10.26
20,10, 9.827
20,10, 10.08
20,5, 4.859
20,5, 4.894
20,5, 4.735
20,5, 4.852
20,5, 5.111
20,5, 5.059
20,20, 20.1
20,20, 20.2
20,10, 9.942
20,10, 9.915
20,10, 9.765
20,5, 5.169
20,5, 5.049
20,5, 5.049
20,5, 4.84
20,5, 4.992
20,5, 4.985
20,20, 20.41
20,20, 20.19
20,10, 9.95
20,10, 9.893
20,10, 10.16
20,5, 4.896
20,5, 4.9
20,5, 4.986
20,5, 4.788
20,5, 4.953
20,5, 4.872
20,20, 20.2
20,20, 19.97
20,10, 10.17
20,10, 9.779
20,10, 9.881
20,5, 4.882
20,5, 4.951
20,5, 4.963
20,5, 5.054
20,5, 5.051
20,5, 5.094
20,20, 20.2
20,20, 20.31
20,10, 9.989
20,10, 9.984
20,10, 9.719
20,5, 4.85
20,5, 5.036
20,5, 4.969
20,5, 4.943
20,5, 5.098
20,5, 4.905
20,20, 19.86
20,20, 19.87
20,10, 10.04
20,10, 10.19
20,10, 9.797
20,5, 5.1
20,5, 4.928
20,5, 5.135
20,5, 5.052
20,5, 5.145
20,5, 4.881
20,20, 20.03
20,20, 20.31
20,10, 9.877
20,10, 9.889
20,10, 10.03
20,5, 5.062
20,5, 4.95
20,5, 5.05
20,5, 5.105
20,5, 4.865
20,5, 4.829
20,20, 19.88
20,20, 20.06
20,10, 10.01
20,10, 10.15
20,10, 10.06
20,5, 4.913
20,5, 4.867
20,5, 4.917
20,5, 5.006
20,5, 5.127
20,5, 5.006
20,20, 20.15
20,20, 19.93
20,10, 9.992
20,10, 10.07
20,10, 9.973
20,5, 4.929
20,5, 5.217
20,5, 4.865
20,5, 5.082
20,5, 5.029
20,5, 4.767
20,20, 20.09
20,20, 20.25
20,10, 9.959
20,10, 9.821
20,10, 10
20,5, 5.19
20,5, 4.985
20,5, 5.019
20,5, 4.819
20,5, 5.119
20,5, 4.743
20,20, 20.35
20,20, 20.19
20,10, 9.845
20,10, 10.13
20,10, 9.629
20,5, 4.827
20,5, 5.129
20,5, 5.03
20,5, 5.096
20,5, 4.956
20,5, 4.82
20,20, 19.92
20,20, 20.56
20,10, 9.897
20,10, 9.93
20,10, 9.997
20,5, 4.847
20,5, 5.038
20,5, 4.945
20,5, 4.966
20,5, 4.954
20,5, 4.95
20,20, 19.62
20,20, 20.33
20,10, 9.764
20,10, 9.95
20,10, 10.13
20,5, 5.228
20,5, 4.999
20,5, 4.873
20,5, 4.992
20,5, 5.118
20,5, 4.999
20,20, 19.71
20,20, 20.21
20,10, 10.22
20,10, 10.08
20,10, 10.06
20,5, 4.84
20,5, 5.029
20,5, 4.988
20,5, 4.812
20,5, 5.031
20,5, 5.012
20,20, 20.14
20,20, 20.62
20,10, 9.919
20,10, 9.569
20,10, 9.945
20,5, 5.008
20,5, 5.03
20,5, 4.925
20,5, 4.844
20,5, 4.98
20,5, 5.025
20,20, 19.73
20,20, 20.34
20,10, 9.893
20,10, 9.874
20,10, 10.21
20,5, 4.882
20,5, 5.008
20,5, 5.03
20,5, 4.992
20,5, 4.949
20,5, 5.094
20,20, 20.21
20,20, 19.9
20,10, 9.957
20,10, 9.988
20,10, 9.921
20,5, 4.995
20,5, 4.969
20,5, 5.067
20,5, 4.897
20,5, 5.157
20,5, 4.933
20,20, 20.31
20,20, 20.07
20,10, 9.809
20,10, 9.952
20,10, 9.752
20,5, 4.958
20,5, 5.163
20,5, 5.111
20,5, 5.068
20,5, 4.872
20,5, 4.942
20,20, 20.38
20,20, 20.14
20,10, 9.997
20,10, 9.968
20,10, 9.83
20,5, 4.904
20,5, 4.992
20,5, 4.861
20,5, 4.842
20,5, 5.042
20,5, 5.035
20,20, 20.09
20,20, 19.73
20,10, 9.858
20,10, 9.946
20,10, 10.11
20,5, 5.069
20,5, 5.053
20,5, 5.015
20,5, 5.024
20,5, 5.038
20,5, 5.072
20,20, 20.1
20,20, 19.82
20,10, 9.916
20,10, 10.16
20,10, 10.22
20,5, 4.946
20,5, 5.039
20,5, 5.006
20,5, 5.022
20,5, 4.925
20,5, 4.848
20,20, 20.27
20,20, 20.36
20,10, 9.992
20,10, 9.904
20,10, 9.896
20,5, 5.027
20,5, 5.008
20,5, 4.879
20,5, 4.934
20,5, 4.951
20,5, 4.784
20,20, 19.76
20,20, 20.16
20,10, 10.2
20,10, 10.2
20,10, 10.1
20,5, 4.866
20,5, 5.052
20,5, 5.028
20,5, 4.78
20,5, 4.902
20,5, 4.961
20,20, 20.11
20,20, 20.01
20,10, 10.12
20,10, 9.843
20,10, 10
20,5, 4.839
20,5, 4.872
20,5, 5.063
20,5, 5.025
20,5, 5.123
20,5, 4.992
20,20, 19.97
20,20, 19.75
20,10, 10.01
20,10, 10.01
20,10, 10.11
20,5, 4.99
20,5, 5.005
20,5, 5.159
20,5, 5.021
20,5, 4.969
20,5, 5.009
20,20, 20.01
20,20, 20.12
20,10, 10.15
20,10, 10.23
20,10, 9.978
20,5, 4.905
20,5, 4.867
20,5, 5.049
20,5, 4.798
20,5, 4.815
20,5, 5.072
20,20, 20.02
20,20, 20.16
20,10, 9.888
20,10, 10.1
20,10, 10.15
20,5, 4.982
20,5, 4.987
20,5, 4.875
20,5, 4.996
20,5, 4.932
20,5, 4.906
20,20, 20
20,20, 19.96
20,10, 9.98
20,10, 10.07
20,10, 9.952
20,5, 4.948
20,5, 5.072
20,5, 4.784
20,5, 5.16
20,5, 5.118
20,5, 4.96
20,20, 20.24
20,20, 19.9
20,10, 9.493
20,10, 9.999
20,10, 9.98
20,5, 4.984
20,5, 5.315
20,5, 5.098
20,5, 5.046
20,5, 5.11
20,5, 4.831
20,20, 20.23
20,20, 20.51
20,10, 10.18
20,10, 9.973
20,10, 9.83
20,5, 4.819
20,5, 4.778
20,5, 4.947
20,5, 4.928
20,5, 4.854
20,5, 4.952
20,20, 19.86
20,20, 20.21
20,10, 10.05
20,10, 10.01
20,10, 9.716
20,5, 5.159
20,5, 5.113
20,5, 5.175
20,5, 4.853
20,5, 4.875
20,5, 4.968
20,20, 20.16
20,20, 19.9
20,10, 10.14
20,10, 10.01
20,10, 9.973
20,5, 5.036
20,5, 5.084
20,5, 4.998
20,5, 5.113
20,5, 4.77
20,5, 4.827
20,20, 20.58
20,20, 19.77
20,10, 10.04
20,10, 9.944
20,10, 10.08
20,5, 4.821
20,5, 4.997
20,5, 4.942
20,5, 4.921
20,5, 4.909
20,5, 5.006
20,20, 19.98
20,20, 19.95
20,10, 9.894
20,10, 9.858
20,10, 9.99
20,5, 4.996
20,5, 4.996
20,5, 5.203
20,5, 4.924
20,5, 5.227
20,5, 4.979
20,20, 20.16
20,20, 20.04
20,10, 9.999
20,10, 10.14
20,10, 9.851
20,5, 4.97
20,5, 4.989
20,5, 4.977
20,5, 4.831
20,5, 5.046
20,5, 4.991
20,20, 20.3
20,20, 20.13
20,10, 9.839
20,10, 9.894
20,10, 10.1
20,5, 4.99
20,5, 4.985
20,5, 4.921
20,5, 4.892
20,5, 4.961
20,5, 4.992
20,20, 19.91
20,20, 20.03
20,10, 10.13
20,10, 10.2
20,10, 9.833
20,5, 5.044
20,5, 4.922
20,5, 5.025
20,5, 5.085
20,5, 5.034
20,5, 4.796
20,20, 19.95
20,20, 20.18
20,10, 9.954
20,10, 10.09
20,10, 9.923
20,5, 5.107
20,5, 5.026
20,5, 4.871
20,5, 5.023
20,5, 4.761
20,5, 5.118
20,20, 20.3
20,20, 20.16
20,10, 9.882
20,10, 10.06
20,10, 10.11
20,5, 4.993
20,5, 5.017
20,5, 4.908
20,5, 4.722
20,5, 5.043
20,5, 4.798
20,20, 20.17
20,20, 20.03
20,10, 9.906
20,10, 9.923
20,10, 10.13
20,5, 5.069
20,5, 5.098
20,5, 4.842
20,5, 5.045
20,5, 4.816
20,5, 4.974
20,20, 19.92
20,20, 20.04
20,10, 10.09
20,10, 9.92
20,10, 9.967
20,5, 5.132
20,5, 5.053
20,5, 5.077
20,5, 4.884
20,5, 5.029
20,5, 4.891
20,20, 20.19
20,20, 19.94
20,10, 10.07
20,10, 9.936
20,10, 9.96
20,5, 5.095
20,5, 4.99
20,5, 5.007
20,5, 4.876
20,5, 5.014
20,5, 4.924
20,20, 20.13
20,20, 20.19
20,10, 10.01
20,10, 10.12
20,10, 9.912
20,5, 5.007
20,5, 4.924
20,5, 4.926
20,5, 4.81
20,5, 5.014
20,5, 4.962
20,20, 20.46
20,20, 19.69
20,10, 9.92
20,10, 9.83
20,10, 9.849
20,5, 5.026
20,5, 5
20,5, 5.071
20,5, 5.035
20,5, 5.109
20,5, 5.016
20,20, 20.05
20,20, 19.83
20,10, 9.93
20,10, 9.835
20,10, 10.14
20,5, 5.063
20,5, 5.008
20,5, 4.939
20,5, 5.215
20,5, 4.817
20,5, 5.165
20,20, 20.25
20,20, 20.21
20,10, 10.25
20,10, 9.857
20,10, 9.829
